record_id_a,record_id_b,given_name_sim,surname_sim,address_sim,suburb_sim,date_of_birth_exact,state_exact,postcode_exact,hybrid_empi_score,ecm_probability,model_score,model_decision,decision_reason,given_name_a,surname_a,date_of_birth_a,address_a,suburb_a,state_a,postcode_a,sex_a,identifier_a,given_name_b,surname_b,date_of_birth_b,address_b,suburb_b,state_b,postcode_b,sex_b,identifier_b
rec-1070-org,rec-1070-dup-0,0.95,0.42857142857142855,0.9532467532467533,0.9692307692307692,1,0,1,0.7281812923918187,0.9999980491586933,0.7961354815835374,Needs Human Review,Sent to review because score is within the uncertainty band.,michaela,neumann,19151111,8 stanley street miami,winston hills,nsw,4223,,5304218,michafla,jakimow,19151111,8 stanleykstreet miami,winstonbhills,,4223,,5304218
rec-3571-org,rec-3571-dup-0,0.4920634920634921,0.4920634920634921,1.0,1.0,1,1,1,0.7275187969924812,0.9999985321217695,0.7956387307748033,Needs Human Review,Sent to review because score is within the uncertainty band.,emiily,wilson wheeler,19610625,1 woolcock street willandra,taree,qld,2477,,8119451,wilson wheeler,emiily,19610625,1 woolcock street willandra,taree,qld,2477,,8119451
rec-951-org,rec-951-dup-0,1.0,0.6203703703703703,0.8480341880341881,0.98,1,1,0,0.7475363622732043,0.9393967626366356,0.795501462364062,Needs Human Review,Sent to review because score is within the uncertainty band.,juliana,clarke,19970330,24 jondol place northwood park,holsworthy,nsw,4067,,5071393,juliana,akkermans,19970330,24 northwood park jondol place,holswothy,nsw,4068,,5071393
rec-871-org,rec-871-dup-0,0.4900793650793651,0.4900793650793651,1.0,1.0,1,1,1,0.7267669172932332,0.9999985321217695,0.7950748210003673,Needs Human Review,Sent to review because score is within the uncertainty band.,benjamin,limbert,19020429,201 blackman crescent karinyah,woodbine,nsw,2228,,5534369,limbert,benjamin,19020429,201 blackman crescent karinyah,woodbine,nsw,2228,,5534369
rec-1464-org,rec-1464-dup-0,0.44761904761904764,0.5238095238095238,1.0,1.0,1,1,1,0.72671679197995,0.9999985321217695,0.7950372270154049,Needs Human Review,Sent to review because score is within the uncertainty band.,chloe,tennent,19980713,12 carstensz street john curtin hostel,ringwood,vic,2295,,9606434,tennent,alannah,19980713,12 carstensz street john curtin hostel,ringwood,vic,2295,,9606434
rec-4654-org,rec-4654-dup-0,0.5119047619047619,0.47222222222222215,1.0,1.0,1,1,1,0.7266833751044277,0.9999985321217695,0.7950121643587631,Needs Human Review,Sent to review because score is within the uncertainty band.,samantha,stroeh,19180113,18 narryer close mylandra,parkside,tas,4125,,2662103,stroe h,luek,19180113,18 narryer close mylandra,parkside,tas,4125,,2662103
rec-1604-org,rec-1604-dup-0,0.5277777777777778,0.4583333333333333,1.0,1.0,1,1,1,0.7264327485380118,0.9999985321217695,0.7948241944339511,Needs Human Review,Sent to review because score is within the uncertainty band.,sienna,musolino,19890525,22 smeaton circuit pangani,mckinnon,nsw,2700,,4971506,musolino,ryan,19890525,22 smeaton circuit pangani,mckinnon,nsw,2700,,4971506
rec-355-org,rec-355-dup-0,0.4920634920634921,0.4920634920634921,0.9935483870967742,1.0,1,1,1,0.7264322095561484,0.9999985321217695,0.7948237901975537,Needs Human Review,Sent to review because score is within the uncertainty band.,eva,painter,19770419,116 castleton crescent mawingo,malvern east,nsw,3338,,6468703,painter,eva,19770419,116 castleton bcrescent mawingo,malvern east,nsw,3338,,6468703
rec-946-org,rec-946-dup-0,0.48888888888888893,0.48888888888888893,1.0,1.0,1,1,1,0.7263157894736842,0.9999985321217695,0.7947364751357056,Needs Human Review,Sent to review because score is within the uncertainty band.,bianca,liebenberg,19880322,82 fishburn street wombat hill,minto,qld,2086,,9794218,liebenbrrg,bianca,19880322,82 fishburn street wombat hill,minto,qld,2086,,9794218
rec-1381-org,rec-1381-dup-0,0.5396825396825397,0.5396825396825397,0.8842105263157894,1.0,1,1,1,0.7260625247328849,0.9999985321217695,0.794546526580106,Needs Human Review,Sent to review because score is within the uncertainty band.,samuel,bullock,19760505,6 fuhrman street avonlea park rmb 4045,casino,nsw,4165,,1377013,bullock,samuel,19760505,6 fuhrman street,casino,nsw,4165,,1377013
rec-637-org,rec-637-dup-0,0.48148148148148145,0.49074074074074076,1.0,1.0,1,1,1,0.725458089668616,0.9999985321217695,0.7940932002819043,Needs Human Review,Sent to review because score is within the uncertainty band.,alexandra,campbell,19531022,15 paul coe crescent laloki,woollahra,nsw,5108,,3106590,campbelil,alexandra,19531022,15 paul coe crescent laloki,woollahra,nsw,5108,,3106590
rec-4732-org,rec-4732-dup-0,0.45555555555555555,0.5555555555555555,0.943939393939394,1.0,1,1,1,0.7252950558213718,0.9999985321217695,0.7939709248964713,Needs Human Review,Sent to review because score is within the uncertainty band.,robert,tiller,19590714,14 parfitt crescent mariner views,ringwood,wa,2540,,1579290,tillr,robert,19590714,14 parfitt crscent mariner views,ringwood,wa,2540,,1579290
rec-528-org,rec-528-dup-0,0.5,0.5,0.9668817204301076,1.0,1,1,1,0.7249485002829654,0.9999985321217695,0.7937110082426664,Needs Human Review,Sent to review because score is within the uncertainty band.,troy,copp,19921025,32 chinner crescent huntington,dural,nsw,6105,,8516174,copp,troy,19921025,32 chinner c rescent huntington,dural,nsw,6105,,8516174
rec-3068-org,rec-3068-dup-0,0.5111111111111111,0.5111111111111111,0.9354838709677419,1.0,1,1,1,0.7238709677419355,0.9999985321217695,0.792902858836894,Needs Human Review,Sent to review because score is within the uncertainty band.,jye,berry,19891213,303 chirnside circuit wildefell,benowa,,4021,,3022720,berry,jye,19891213,303 chirnside circuit,benowa,,4021,,3022720
rec-248-org,rec-248-dup-0,0.5138888888888888,0.5119047619047619,0.9306459948320414,1.0,1,1,1,0.7236910881855803,0.9999985321217695,0.7927679491696276,Needs Human Review,Sent to review because score is within the uncertainty band.,tiarna,havriluk,19150929,47 macquarie street carrington retrmnt vlge,paralowie,wa,7030,,7263381,havriluk,jacinta,19150929,47 macquar ie street carrington r etrmnt vlge,paralowie,wa,7030,,7263381
rec-4246-org,rec-4246-dup-0,0.7300000000000001,1.0,0.9944444444444445,0.0,1,1,0,0.7241169590643275,0.9975208329596453,0.792467927538157,Needs Human Review,Sent to review because score is within the uncertainty band.,taylah,nguyen,19030702,11 hoddinott street bridgefoot down,,nsw,2022,,2003210,tyler,nguyen,19030702,11 hoddinott sltreet bridgefoot down,bullsbrook,nsw,2002,,2003210
rec-4270-org,rec-4270-dup-0,0.5396825396825397,0.5396825396825397,0.8641521918941275,1.0,1,1,1,0.7226842789355523,0.9999985321217695,0.7920128422321067,Needs Human Review,Sent to review because score is within the uncertainty band.,bethany,finlay,19660601,353 capella crescent haigh park,broken hill,vic,2111,,3594609,finlay,beghany,19660601,353 haighpark capella crescent,broken hill,vic,2111,,3594609
rec-4070-org,rec-4070-dup-0,0.5277777777777778,0.5277777777777778,0.8868686868686868,1.0,1,1,1,0.7219989367357789,0.9999985321217695,0.7914988355822765,Needs Human Review,Sent to review because score is within the uncertainty band.,hamish,chandler,19871001,9 eton place allanvale,bribie island,tas,2831,,3981694,chandler,hamish,19871001,9 allavnale eton place,bribie island,tas,2831,,3981694
rec-2744-org,rec-2744-dup-0,0.4761904761904761,0.4761904761904761,1.0,1.0,1,1,1,0.7215037593984963,0.9999985321217695,0.7911274525793146,Needs Human Review,Sent to review because score is within the uncertainty band.,catherine,newport,19580901,13 hawkesbury crescent nedlyn,pinjarra,vic,4870,,1828218,newpirt,catherone,19580901,13 hawkesbury crescent nedlyn,pinjarra,vic,4870,,1828218
rec-4118-org,rec-4118-dup-0,0.5238095238095238,0.4444444444444444,1.0,0.98,1,1,1,0.721156223893066,0.9999985321217695,0.7908668009502419,Needs Human Review,Sent to review because score is within the uncertainty band.,madison,nguyen,19450606,101 brisbane avenue billsblock,richardson,nsw,3658,,4699715,matghew,clarke,19450606,101 brisbane avenue billsblock,richadrson,nsw,3658,,4699715
rec-981-org,rec-981-dup-0,0.4900793650793651,0.4900793650793651,0.9657471264367816,1.0,1,1,1,0.7209980122720596,0.9999985321217695,0.7907481422344871,Needs Human Review,Sent to review because score is within the uncertainty band.,laklynn,chandler,19371103,7 bangalay crescent carisbrook,mount gravatt,nsw,4122,,3919587,chandler,laklynn,19371103,7 bangalaycrescent carisbrook,mount gravatt,nsw,4122,,3919587
rec-1107-org,rec-1107-dup-0,0.5119047619047619,0.5119047619047619,0.9155555555555555,1.0,1,1,1,0.7208153717627401,0.9999985321217695,0.7906111618524975,Needs Human Review,Sent to review because score is within the uncertainty band.,sybella,shepherd,19460321,34 mainwaring rich circuit retirement village,werrington,tas,2118,,7440143,shepherd,sybella,19460321,34 mainwaring rich circuit,werrington,tas,2118,,7440243
rec-113-org,rec-113-dup-0,0.4761904761904761,0.5370370370370371,0.9179310344827587,1.0,1,1,1,0.7204914201211843,0.9999985321217695,0.7903681981213306,Needs Human Review,Sent to review because score is within the uncertainty band.,gabrielle,langer,19800810,562 delegate street oak valley,paddington,wa,3910,,6248832,laznger,gabrielle,19800810,526 delegateqstreet oak valley,paddington,wa,3910,,2343036
rec-2057-org,rec-2057-dup-0,0.5,0.5,0.9385385385385385,1.0,1,1,1,0.7201749117538592,0.9999985321217695,0.7901308168458367,Needs Human Review,Sent to review because score is within the uncertainty band.,jye,dibben,19291003,6 cossington smith crescent clarkbrae,kincumber,sa,4005,,3787671,dibben,jye,19291003,6 cossington simth crescent,kincumber,sa,4005,,3787671
rec-405-org,rec-405-dup-0,0.47222222222222215,0.47222222222222215,1.0,1.0,1,1,1,0.72,0.9999985321217695,0.7899996330304424,Needs Human Review,Sent to review because score is within the uncertainty band.,jazz,dallas,19780723,82 wattle street glenefer garden,clapham,nsw,3788,,4927681,dallas,jazz,19780723,82 wattle street glenefer garden,clapham,nsw,3788,,4927681
rec-2282-org,rec-2282-dup-0,0.47222222222222215,0.47222222222222215,1.0,1.0,1,1,1,0.72,0.9999985321217695,0.7899996330304424,Needs Human Review,Sent to review because score is within the uncertainty band.,erin,delacy,19120628,16 cooinda court rowethorpe,swan hill,vic,2480,,3648623,delcay,erin,19120628,16 cooinda court rowethorpe,swan hill,vic,2480,,3648623
rec-3420-org,rec-3420-dup-0,0.47222222222222215,0.47222222222222215,1.0,1.0,1,1,1,0.72,0.9999985321217695,0.7899996330304424,Needs Human Review,Sent to review because score is within the uncertainty band.,ella,cowell,19571124,73 jabanungga avenue,woodcroft,nsw,2754,,2648173,cowell,ella,19571124,73 jabanungga avenue,woodcroft,nsw,2754,,2648173
rec-1995-org,rec-1995-dup-0,0.5777777777777778,0.44166666666666665,0.9307692307692308,1.0,1,1,1,0.7196851102114261,0.9999985321217695,0.789763465689012,Needs Human Review,Sent to review because score is within the uncertainty band.,chloe,lazaraki,19901223,24 woollum street,pymble,nsw,2321,,8831246,tomney,chloe,19901223,24 woollum street carranya,pymble,nsw,2321,,8831246
rec-2195-org,rec-2195-dup-0,0.6428571428571429,0.6428571428571429,1.0,1.0,1,1,0,0.7193984962406015,0.9999603540304169,0.7895389606880554,Needs Human Review,Sent to review because score is within the uncertainty band.,samuel,scamoni,19740814,56 daly street bradshaw crt kirkbrae village,wahroonga,nsw,4020,,6876315,scamoni,samuel,19740814,56 daly street bradshaw crt kirkbrae village,wahroonga,nsw,4002,,6876315
rec-1666-org,rec-1666-dup-0,0.4666666666666666,0.47222222222222215,1.0,1.0,1,1,1,0.7190643274853801,0.9999985321217695,0.7892978786444774,Needs Human Review,Sent to review because score is within the uncertainty band.,rhett,george,19420726,6 lindisfarme,marsden,qld,5251,,5663323,maier,rhet,19420726,6 lindisfarme,marsden,qld,5251,,5663323
rec-412-org,rec-412-dup-0,0.47222222222222215,0.47222222222222215,0.9923076923076923,1.0,1,1,1,0.7187044534412956,0.9999985321217695,0.789027973111414,Needs Human Review,Sent to review because score is within the uncertainty band.,kyle,pascoe,19901202,14 cygnet crescent shadell,abbotsford,wa,4069,,5389384,pascoe,kyle,19901202,14 cygnet crescent shdaell,abbotsford,wa,4069,,5389384
rec-781-org,rec-781-dup-0,0.4666666666666666,0.4666666666666666,1.0,1.0,1,1,1,0.7178947368421054,0.9999985321217695,0.7884206856620214,Needs Human Review,Sent to review because score is within the uncertainty band.,jesse,jukic,19411121,174 dirrawan garden cranbrook,coconut grove,nsw,2206,,6016032,jukic,jesse,19411121,174 dirrawan garden cranbrook,coconut grove,nsw,2206,,6016032
rec-3028-org,rec-3028-dup-0,0.4666666666666666,0.9666666666666667,0.8288888888888889,1.0,1,1,0,0.7290760233918128,0.9650037075924918,0.7880579444419824,Needs Human Review,Sent to review because score is within the uncertainty band.,aaron,barsoum,19730330,46 ashby circuit moodwood angus stud,kangaroo flat,nsw,6012,,9626981,ethan,barosum,19730330,46 moodwood angus stud ashby circuit,kangaroo flat,nsw,6102,,9626981
rec-1570-org,rec-1570-dup-0,0.46428571428571425,0.46428571428571425,1.0,1.0,1,1,1,0.7169924812030075,0.9999985321217695,0.787743993932698,Needs Human Review,Sent to review because score is within the uncertainty band.,matthew,ryan,19510417,55 fitzhardinge crescent mlc centre,burpengary,sa,2546,,2890790,ryan,matthew,19510417,55 fitzhardinge crescent mlc centre,burpengary,sa,2546,,2890790
rec-1211-org,rec-1211-dup-0,0.46428571428571425,0.46428571428571425,1.0,1.0,1,1,1,0.7169924812030075,0.9999985321217695,0.787743993932698,Needs Human Review,Sent to review because score is within the uncertainty band.,madison,dent,19440208,14 mault place rockwood,gordonvale,wa,0886,,1552323,dent,madiaon,19440208,14 mault place rockwood,gordonvale,wa,0886,,1552323
rec-4924-org,rec-4924-dup-0,0.46428571428571425,0.46428571428571425,0.9941176470588236,1.0,1,1,1,0.7160017691287042,0.9999985321217695,0.7870009598769705,Needs Human Review,Sent to review because score is within the uncertainty band.,william,reid,19750418,12 tatchell street st georges park,hoppers crossing,nsw,4814,,4238509,reid,william,19750418,12 tatchell street st george spark,hoppers crossing,nsw,4814,,1498408
rec-2477-org,rec-2477-dup-0,0.43703703703703706,1.0,0.7968604108309991,1.0,1,1,0,0.7257090438514586,0.9650037075924918,0.7855327097867169,Needs Human Review,Sent to review because score is within the uncertainty band.,alexander,stoneman,19320612,124 kent street sec 1,northgate,qld,4010,,7675532,rohah,stoneman,19320612,kent street secq1,northgate,qld,4100,,7675532
rec-2272-org,rec-2272-dup-0,0.45598845598845594,0.45598845598845594,1.0,1.0,1,1,1,0.7138482570061517,0.9999985321217695,0.7853858257850561,Needs Human Review,Sent to review because score is within the uncertainty band.,katelyn,slack smith,19990408,5 mugga way bundong,marrara,nsw,3505,,3364407,slack smith,katelyn,19990408,5 mugga way bundong,marrara,nsw,3505,,3255344
rec-2253-org,rec-2253-dup-0,0.5499999999999999,0.44166666666666665,0.9233333333333333,1.0,1,1,1,0.7137543859649123,0.9999985321217695,0.7853154225041266,Needs Human Review,Sent to review because score is within the uncertainty band.,blake,matthews,19670914,40 perrin circuit broadwater caravn park,kedron,vic,2466,,1826915,matthews,harry,19670914,40 perrinscircuit broadwater caravn park,kedron,vic,2466,,1826915
rec-3776-org,rec-3776-dup-0,0.45555555555555555,0.45555555555555555,1.0,1.0,1,1,1,0.7136842105263159,0.9999985321217695,0.7852627909251793,Needs Human Review,Sent to review because score is within the uncertainty band.,joshua,heron,19700227,23 dooring street drypoint,barraba,nsw,4214,,6931228,heron,josiua,19700227,23 dooring street drypoint,barraba,nsw,4214,,6931228
rec-2679-org,rec-2679-dup-0,0.45555555555555555,0.45555555555555555,1.0,1.0,1,1,1,0.7136842105263159,0.9999985321217695,0.7852627909251793,Needs Human Review,Sent to review because score is within the uncertainty band.,thomas,brain,19851127,108 brewster place geelong grove,eight mile plains,qld,2114,,8873329,dixon,thomas,19851127,108 brewster place geelong grove,eight mile plains,qld,2114,,8873329
rec-1842-org,rec-1842-dup-0,0.45598845598845594,0.45598845598845594,1.0,0.9866666666666667,1,1,1,0.712725449988608,0.9999985321217695,0.7845437205218984,Needs Human Review,Sent to review because score is within the uncertainty band.,gabriel,vigneswaran,19560125,80 chuculba crescent,altona meadows,qld,3159,,4243167,vigneswaran,gabriel,19560125,80 chuculba crescent,altona mmeadows,qld,3159,,4243167
rec-4273-org,rec-4273-dup-0,0.48333333333333334,0.42857142857142855,1.0,1.0,1,1,1,0.7126817042606517,0.9999985321217695,0.7845109112259312,Needs Human Review,Sent to review because score is within the uncertainty band.,jesse,vincent,19031203,13 bengee place,loxton north,sa,3216,,8181500,emma,smolcki,19031203,13 bengee place,loxton north,sa,3216,,8181500
rec-1780-org,rec-1780-dup-0,0.45555555555555555,0.45555555555555555,0.993939393939394,1.0,1,1,1,0.7126634768740032,0.9999985321217695,0.7844972406859447,Needs Human Review,Sent to review because score is within the uncertainty band.,ellen,mitton,19190501,58 glencross street mount marion,orchard hills,nsw,4214,,4549940,mitton,ellen,19190501,58 glencross street mount mdarion,orchard hills,nsw,4214,,4549940
rec-2256-org,rec-2256-dup-0,1.0,0.42857142857142855,0.9833333333333334,0.0,1,1,1,0.7126817042606517,0.9998363406399007,0.7844703633554639,Needs Human Review,Sent to review because score is within the uncertainty band.,delaney,kiernan,19180423,3 weavell place tilbrook,robina,tas,7018,,8250056,delaney,majetic,19180423,3 weavell place tilbrogk,,tas,7018,,7613275
rec-524-org,rec-524-dup-0,0.4666666666666666,0.4666666666666666,0.9657471264367816,1.0,1,1,1,0.7121258318209316,0.9999985321217695,0.7840940068961411,Needs Human Review,Sent to review because score is within the uncertainty band.,ethan,white,19411106,23 chippindall circuit keralta,moura,wa,4152,,9247028,whiet,ethgn,19411106,23 chippindallcircuit keralta,moura,wa,4152,,9247028
rec-877-org,rec-877-dup-0,0.45555555555555555,0.44761904761904764,1.0,1.0,1,1,1,0.7120133667502089,0.9999985321217695,0.7840096580930991,Needs Human Review,Sent to review because score is within the uncertainty band.,reegan,sporn,19650504,17 braine street tongbong sanctuary,port augusta,nsw,3070,,6852017,sporn,reeg an,19650504,17 braine street tongbong sanctuary,port augusta,nsw,3070,,6852017
rec-2559-org,rec-2559-dup-0,0.45555555555555555,0.44761904761904764,1.0,1.0,1,1,1,0.7120133667502089,0.9999985321217695,0.7840096580930991,Needs Human Review,Sent to review because score is within the uncertainty band.,emiily,binns,19941108,24 howell place sec 142 hd rounsevell,ryde,wa,2627,,8919080,binns,emiilzy,19941108,24 howell place sec 142 hd rounsevell,ryde,wa,2627,,8919080
rec-499-org,rec-499-dup-0,0.4666666666666666,0.44761904761904764,1.0,0.975,1,1,1,0.7117794486215538,0.9999985321217695,0.7838342194966077,Needs Human Review,Sent to review because score is within the uncertainty band.,james,reece,19730623,35 delprat circuit villa 5,woorinen,qld,4870,,1718031,reece,aleisha,19730623,35 delprat circuit villa 5,woorine,qld,4870,,1718031
rec-1931-org,rec-1931-dup-0,0.45555555555555555,0.45555555555555555,0.99375,0.9833333333333333,1,1,1,0.7112280701754385,0.9999985321217695,0.7834206856620213,Needs Human Review,Sent to review because score is within the uncertainty band.,thomas,bruhn,19540821,21 namadgi circuit mariner views,slacks creek,wa,4670,,1246505,bruhn,thomas,19540821,21 namadgi circuit marinre views,slacks cerek,wa,4670,,1618939
rec-1715-org,rec-1715-dup-0,0.44761904761904764,0.44761904761904764,1.0,1.0,1,1,1,0.7106766917293235,0.9999985321217695,0.783007151827435,Needs Human Review,Sent to review because score is within the uncertainty band.,holly,drayson,19801205,509 schlich street st francis vlge,bittern,qld,3150,,1349437,drayson,kylke,19801205,509 schlich street st francis vlge,bittern,qld,3150,,1349437
rec-1677-org,rec-1677-dup-0,0.44722222222222224,0.44722222222222224,1.0,1.0,1,1,1,0.7105263157894737,0.9999985321217695,0.7828943698725477,Needs Human Review,Sent to review because score is within the uncertainty band.,nicholas,de la cruz,19180823,1 pelsart street rosetta village,vermont south,vic,4017,,4669159,de la cruz,nichllas,19180823,1 pelsart street rosetta village,vermont south,vic,4017,,4669159
rec-1390-org,rec-1390-dup-0,0.47222222222222215,0.47222222222222215,0.9431034482758621,1.0,1,1,1,0.7104174228675137,0.9999985321217695,0.7828127001810776,Needs Human Review,Sent to review because score is within the uncertainty band.,kyra,george,19430404,25 boake place brentwood vlge,peterhead,nsw,3012,,7581292,georte,kyra,19430404,25 boakeplace brentwood vlge,peterhead,nsw,3012,,7581292
rec-19-org,rec-19-dup-0,0.0,1.0,0.7656565656565657,1.0,1,0,1,0.7394790005316322,0.9122727431666636,0.78267743619039,Needs Human Review,Sent to review because score is within the uncertainty band.,chloe,radinger,19120808,5 chandler street namarva station,hawthorn,vic,2614,,8644024,,radinger,19120808,5 namarva station chandler street,hawthorn,vtc,2614,,8644024
rec-2988-org,rec-2988-dup-0,0.44761904761904764,0.44761904761904764,0.9942857142857143,1.0,1,1,1,0.7097142857142857,0.9999985321217695,0.7822853473161566,Needs Human Review,Sent to review because score is within the uncertainty band.,chloe,garnsey,19930709,313 sharwood crescent langley flats,port macquarie,sa,2282,,6811314,garnsey,chloe,19930709,313 sharwood rcescent langley flats,port macquarie,sa,2282,,6811314
rec-1479-org,rec-1479-dup-0,0.44761904761904764,0.44761904761904764,0.9933333333333334,1.0,1,1,1,0.7095538847117795,0.9999985321217695,0.782165046564277,Needs Human Review,Sent to review because score is within the uncertainty band.,jessica,fabel,19140806,28 hilder street mount beauty,glenlee,sa,2116,,5932691,fabel,jessica,19140806,28 hilder street mount be auty,glenlee,sa,2116,,5932691
rec-2561-org,rec-2561-dup-0,1.0,1.0,1.0,1.0,0,1,1,0.7094736842105263,0.9999999807131001,0.7821052583361696,Needs Human Review,Sent to review because score is within the uncertainty band.,lexie,myles,19600609,11 crozier circuit kangaroo grnd,valentine,sa,3805,,9749283,lexie,myles,19600069,11 crozier circuit kangaroo grnd,valentine,sa,3805,,9749283
rec-3379-org,rec-3379-dup-0,1.0,1.0,1.0,1.0,0,1,1,0.7094736842105263,0.9999999807131001,0.7821052583361696,Needs Human Review,Sent to review because score is within the uncertainty band.,jack,rudd,19080618,4 limestone avenue orcadia park,hoppers crossing,nsw,5007,,3984278,jack,rudd,19086018,4 limestone avenue orcadia park,hoppers crossing,nsw,5007,,3984278
rec-2062-org,rec-2062-dup-0,1.0,1.0,1.0,1.0,0,1,1,0.7094736842105263,0.9999999807131001,0.7821052583361696,Needs Human Review,Sent to review because score is within the uncertainty band.,zali,white,19420704,6 mildura street r s l retrmnt vlge,elizabeth vale,nsw,3034,,2318181,zali,white,19402704,6 mildura street r s l retrmnt vlge,elizabeth vale,nsw,3034,,5617219
rec-2082-org,rec-2082-dup-0,1.0,1.0,1.0,1.0,0,1,1,0.7094736842105263,0.9999999807131001,0.7821052583361696,Needs Human Review,Sent to review because score is within the uncertainty band.,chelsea,pontt,19181115,91 gellibrand street shelomith,petersham,vic,2166,,3454949,chelsea,pontt,19350130,91 gellibrand street shelomith,petersham,vic,2166,,3454949
rec-1700-org,rec-1700-dup-0,1.0,1.0,1.0,1.0,0,1,1,0.7094736842105263,0.9999999807131001,0.7821052583361696,Needs Human Review,Sent to review because score is within the uncertainty band.,noah,stephenson,19511016,1 vagabond crescent,northbridge,nsw,3166,,4406709,noah,stephenson,19691102,1 vagabond crescent,northbridge,nsw,3166,,4406709
rec-2697-org,rec-2697-dup-0,1.0,1.0,1.0,1.0,0,1,1,0.7094736842105263,0.9999999807131001,0.7821052583361696,Needs Human Review,Sent to review because score is within the uncertainty band.,joshua,lowe,,15 patton place redlands,tarcutta,sa,4705,,7132911,joshua,lowe,19120201,15 patton place redlands,tarcutta,sa,4705,,7132911
